id,surah_number,ayah_number,word,word_plain,meaning,sort_order,ayah_id
227,2,96,بِمُزَحۡزِحِهِۦ,بمزحزحه,مُبْعِدِه، ومُنْجِيه.,1,18811
228,2,96,أَن يُعَمَّرَ,أن يعمر,طولُ العُمْرِ.,2,18811
229,2,97,مَن كَانَ,من كان,هم اليهودُ الزاعمون أنَّ جبريلَ عَدُوٌّ لهم.,1,18812
230,2,97,لِمَا بَيۡنَ يَدَيۡهِ,لما بين يديه,لما قبلَه مِنَ الكُتُب.,2,18812
231,2,99,بَيِّنَٰتٖ,بينت,علاماتٍ دالَّاتٍ على نُبُوَّتك.,1,18814
232,2,99,ٱلۡفَٰسِقُونَ,ٱلفسقون,الخارجون عن دينِ اللهِ.,2,18814
233,2,100,عَهۡدٗا,عهدا,هو الميثاقُ الذي أعطاه اليهودُ رَبَّهم.,1,18815
234,2,100,نَبَذَهُۥ,نبذه,نَقَضَه.,2,18815
235,2,102,مَا تَتۡلُواْ ٱلشَّيَٰطِينُ,ما تتلوا ٱلشيطين,ما تُحَدِّثُ به الشياطينُ السَّحَرَةَ.,1,18817
236,2,102,عَلَىٰ مُلۡكِ,على ملك,على عَهْدِ.,2,18817
237,2,102,وَمَآ أُنزِلَ,وما أنزل,وكذلك اتَّبَعَ اليهودُ السِّحْرَ الذي أُنْزِلَ على الملَكَين. وقد عَلَّم اللهُ الملَكَين السِّحْرَ ابتلاءً منه.,3,18817
238,2,102,فِتۡنَةٞ,فتنة,ابتلاءٌ من اللهِ للنَّاسِ؛ لِيَمْتَحِنَهُم بِتَعْلِيمِ السِّحْرِ، تَعْلِيمَ إنْذَارٍ مِنْه، لا تعليمَ دُعَاءٍ إليْهِ.,4,18817
239,2,102,فَلَا تَكۡفُرۡ,فلا تكفر,بتعَلُّمِ السِّحْرِ، وطاعةِ الشياطين.,5,18817
240,2,102,ٱشۡتَرَىٰهُ,ٱشترىه,اختار السِّحْرَ، واستحَبَّه.,6,18817
241,2,102,خَلَٰقٖ,خلق,نصيبٍ في الخيرِ.,7,18817
242,2,103,لَمَثُوبَةٞ,لمثوبة,ثوابُ اللهِ.,1,18818
243,2,104,رَٰعِنَا,رعنا,أي: سَمْعَك، فافهَمْ عنا، وأفْهِمْنا.,1,18819
244,2,104,ٱنظُرۡنَا,ٱنظرنا,انظُرْ إلينا وتَعَهَّدْنا.,2,18819
245,2,105,يَخۡتَصُّ,يختص,يُؤْثِرُ.,1,18820
246,2,106,مَا نَنسَخۡ,ما ننسخ,ما نُبَدِّلْ.,1,18821
247,2,106,نُنسِهَا,ننسها,نَمْحُها مِنَ القُلوبِ.,2,18821
248,2,107,وَلِيّٖ,ولي,قَيِّمٍ بأمرِكم.,1,18822
249,2,108,سَوَآءَ ٱلسَّبِيلِ,سواء ٱلسبيل,طريقَ اللهِ المستقيم.,1,18823
250,2,109,يَرُدُّونَكُم,يردونكم,يُرْجِعُونكم.,1,18824
251,2,109,بِأَمۡرِهِۦٓ,بأمره,بحُكْمِه فيهم.,2,18824
252,2,110,وَمَا تُقَدِّمُواْ,وما تقدموا,وما تَعْمَلُوا مِنْ عَمَلٍ.,1,18825
253,2,111,أَمَانِيُّهُمۡ,أمانيهم,أوهامُهم الفاسدةُ.,1,18826
254,2,111,بُرۡهَٰنَكُمۡ,برهنكم,حُجَّتَكم.,2,18826
255,2,112,أَسۡلَمَ,أسلم,أخلَصَ لطاعَتِه.,1,18827
256,2,112,وَهُوَ مُحۡسِنٞ,وهو محسن,مُتَّبِعٌ للرسولِ ﷺ.,2,18827
257,2,113,عَلَىٰ شَيۡءٖ,على شيء,أي: من الدِّينِ الصَّحيحِ.,1,18828
258,2,113,وَهُمۡ يَتۡلُونَ ٱلۡكِتَٰبَ,وهم يتلون ٱلكتب,يَقْرَؤون التوراةَ والإنجيلَ؛ وفيهما الإيمانُ بالأنبياءِ جميعاً.,2,18828
259,2,113,ٱلَّذِينَ لَا يَعۡلَمُونَ,ٱلذين لا يعلمون,هم مُشْرِكو العربِ وغيرُهم.,3,18828
260,2,113,يَحۡكُمُ,يحكم,يَفْصِلُ، ويَقْضي.,4,18828
261,2,114,وَمَنۡ أَظۡلَمُ,ومن أظلم,لا أحدَ أظلمُ.,1,18829
262,2,114,خِزۡيٞ,خزي,ذِلَّةٌ وهَوانٌ.,2,18829
263,2,115,تُوَلُّواْ,تولوا,تَتَوَجَّهُوا.,1,18830
264,2,115,فَثَمَّ وَجۡهُ ٱللَّهِ,فثم وجه ٱلله,فإنكم مُبْتَغُون وَجْهَه.,2,18830
265,2,115,وَٰسِعٌ,وسع,واسعُ الرحمةِ بعبادِه.,3,18830
266,2,116,سُبۡحَٰنَهُۥ,سبحنه,تَنَزَّهَ عن هذا الباطلِ.,1,18831
267,2,116,قَٰنِتُونَ,قنتون,خاضِعُون له، مُطيعون.,2,18831
268,2,117,بَدِيعُ,بديع,مُبْدِعٌ على غيرِ مثالٍ سَبَقَ.,1,18832
269,2,118,لَوۡلَا,لولا,هَلّا.,1,18833
270,2,118,ءَايَةٞ,ءاية,مُعْجزةٌ.,2,18833
271,2,118,تَشَٰبَهَتۡ,تشبهت,في الكُفرِ والعِنادِ.,3,18833
272,2,118,يُوقِنُونَ,يوقنون,يُصَدِّقُون ويَتَّبِعُون الرسولَ ﷺ.,4,18833
273,2,119,بَشِيرٗا,بشيرا,للمؤمنين بخَيْرَي الدُّنيا والآخرةِ.,1,18834
274,2,119,وَنَذِيرٗا,ونذيرا,ومُخَوِّفاً للمعانِدِين بالعذابِ.,2,18834
275,2,120,مِلَّتَهُمۡ,ملتهم,دينَهم.,1,18835
276,2,120,هُوَ ٱلۡهُدَىٰ,هو ٱلهدى,الدِّينُ الصحيحُ.,2,18835
277,2,120,وَلِيّٖ,ولي,قريبٍ يمنعُك من عذابِ اللهِ.,3,18835
278,2,121,يَتۡلُونَهُۥ حَقَّ تِلَاوَتِهِۦٓ,يتلونه حق تلاوته,يَتَّبِعُونه حَقَّ اتِّباعِه.,1,18836
279,2,122,ٱلۡعَٰلَمِينَ,ٱلعلمين,عالَمِي زَمانِكم؛ بكثرةِ الأنبياءِ، وإنزالِ الكُتُبِ.,1,18837
280,2,123,لَا تَجۡزِي,لا تجزي,لا تُغْني.,1,18838
281,2,123,عَدۡلٞ,عدل,فِدْيَةٌ تُنْجِيها من العذابِ.,2,18838
282,2,123,شَفَٰعَةٞ,شفعة,وَساطةٌ في حُصولِ النفعِ.,3,18838
283,2,124,ٱبۡتَلَىٰٓ,ٱبتلى,اختبرَ.,1,18839
284,2,124,بِكَلِمَٰتٖ,بكلمت,بما شَرَع له من تعاليمَ.,2,18839
285,2,124,فَأَتَمَّهُنَّ,فأتمهن,فأدَّاهن على الوجهِ الأكمَلِ.,3,18839
286,2,124,إِمَامٗا,إماما,قُدوةً للناس.,4,18839
287,2,124,وَمِن ذُرِّيَّتِي,ومن ذريتي,واجعَلْ بعضَ نَسْلي أئِمَّةً يُقْتَدَىٰ بهم.,5,18839
288,2,124,عَهۡدِي,عهدي,الإمامةُ في الدِّين.,6,18839
289,2,125,ٱلۡبَيۡتَ,ٱلبيت,الكعبةَ.,1,18840
290,2,125,مَثَابَةٗ,مثابة,مَرْجِعاً، ومَجْمَعاً للناسِ.,2,18840
291,2,125,مَقَامِ إِبۡرَٰهِـۧمَ,مقام إبرهـم,الحَجَرِ الذي وَقَفَ عليه.,3,18840
292,2,125,وَعَهِدۡنَآ,وعهدنا,وأَوْحَينا.,4,18840
293,2,125,ٱلۡعَٰكِفِينَ,ٱلعكفين,المقيمينَ فيه للعبادةِ.,5,18840
294,2,126,فَأُمَتِّعُهُۥ,فأمتعه,فأَرْزُقُه في حياتهِ.,1,18841
295,2,126,أَضۡطَرُّهُۥٓ,أضطره,أُلْجِئُه.,2,18841
296,2,126,ٱلۡمَصِيرُ,ٱلمصير,المَرْجِعُ.,3,18841
297,2,127,ٱلۡقَوَاعِدَ مِنَ ٱلۡبَيۡتِ,ٱلقواعد من ٱلبيت,أُسُس الكعبةِ التي تنهضُ عليها.,1,18842
298,2,128,مُسۡلِمَيۡنِ لَكَ,مسلمين لك,منقادَيْن لأحكامِك.,1,18843
299,2,128,مُسۡلِمَةٗ,مسلمة,منقادةً.,2,18843
300,2,128,وَأَرِنَا مَنَاسِكَنَا,وأرنا مناسكنا,بَصِّرْنا بمعالِم عِبادتِنا.,3,18843
301,2,129,فِيهِمۡ,فيهم,في هذه الأمةِ.,1,18844
302,2,129,مِنۡهُمۡ,منهم,من ذريةِ إسماعيلَ.,2,18844
303,2,129,ٱلۡكِتَٰبَ وَٱلۡحِكۡمَةَ,ٱلكتب وٱلحكمة,القرآنَ، والسُّنَّةَ.,3,18844
304,2,129,وَيُزَكِّيهِمۡ,ويزكيهم,يُطَهِّرُهم من الشِّرْكِ، وسوءِ الأخلاقِ.,4,18844
305,2,130,يَرۡغَبُ عَن مِّلَّةِ إِبۡرَٰهِـۧمَ,يرغب عن ملة إبرهـم,يُعْرِضُ عن دينِه.,1,18845
306,2,130,سَفِهَ نَفۡسَهُۥ,سفه نفسه,جَهِلَتْ نَفْسُه ما ينفعُها.,2,18845
307,2,130,ٱصۡطَفَيۡنَٰهُ,ٱصطفينه,اختَرناه.,3,18845
308,2,131,أَسۡلِمۡ,أسلم,أخْلِصْ نفسَك لله.,1,18846
309,2,132,ٱصۡطَفَىٰ,ٱصطفى,اختارَ.,1,18847
310,2,133,كُنتُمۡ,كنتم,أيُّها اليهودُ.,1,18848
311,2,133,شُهَدَآءَ,شهداء,حاضِرِين، فلا تَدَّعُوا الأباطيلَ.,2,18848
312,2,133,مُسۡلِمُونَ,مسلمون,مُنْقادُون، خاضِعُون.,3,18848
313,2,134,خَلَتۡ,خلت,مَضَتْ.,1,18849
314,2,134,مَا كَسَبَتۡ,ما كسبت,ما عَمِلَتْ.,2,18849
315,2,135,تَهۡتَدُواْ,تهتدوا,تُصِيبوا الحقَّ.,1,18850
316,2,135,بَلۡ مِلَّةَ إِبۡرَٰهِـۧمَ,بل ملة إبرهـم,بل الهدايةُ أن نتَّبعَ دينَ إبراهيمَ.,2,18850
317,2,135,حَنِيفٗا,حنيفا,مائلاً عن الباطلِ.,3,18850
318,2,136,وَٱلۡأَسۡبَاطِ,وٱلأسباط,هم الأنبياءُ من وَلَدِ يعقوبَ في قبائلِ بني إسرائيلَ الاثنتي عَشْرَةَ.,1,18851
319,2,136,مُسۡلِمُونَ,مسلمون,خاضعون.,2,18851
320,2,137,تَوَلَّوۡاْ,تولوا,أَعْرَضُوا.,1,18852
321,2,137,شِقَاقٖ,شقاق,خلافٍ شديدٍ.,2,18852
322,2,137,فَسَيَكۡفِيكَهُمُ ٱللَّهُ,فسيكفيكهم ٱلله,سيَكْفيك شَرَّهم.,3,18852
323,2,138,صِبۡغَةَ ٱللَّهِ,صبغة ٱلله,الزَمُوا دينَ اللهِ الإسلامَ.,1,18853
324,2,138,صِبۡغَةٗ,صبغة,دِيناً.,2,18853
325,2,139,أَتُحَآجُّونَنَا,أتحاجوننا,أتجادِلُوننا وتخاصِمُوننا؟,1,18854
326,2,139,مُخۡلِصُونَ,مخلصون,لا نعبدُ أحداً غيره.,2,18854
327,2,140,وَمَنۡ أَظۡلَمُ,ومن أظلم,لا أحدَ أظلمُ.,1,18855
328,2,140,كَتَمَ,كتم,أخْفى، وادَّعَى خِلافَها.,2,18855
329,2,141,خَلَتۡ,خلت,مَضَتْ.,1,18856
330,2,141,كَسَبَتۡ,كسبت,عَمِلَتْ.,2,18856
331,2,142,ٱلسُّفَهَآءُ,ٱلسفهاء,الجُهَّالُ وضِعافُ العقولِ، وهم اليهودُ.,1,18857
332,2,142,مَا وَلَّىٰهُمۡ,ما ولىهم,أيُّ شيءٍ صَرَفَ المسلمين؟,2,18857
333,2,142,عَن قِبۡلَتِهِمُ,عن قبلتهم,عن بيتِ المقْدِسِ، وهي قِبلة المسلمين أوَّلَ الإسلامِ.,3,18857
334,2,142,صِرَٰطٖ,صرط,طريقٍ.,4,18857
335,2,143,وَسَطٗا,وسطا,عُدُولاً خِياراً، لا إفراطَ عندكم، ولَا تفْريطَ.,1,18858
336,2,143,لِتَكُونُواْ شُهَدَآءَ,لتكونوا شهداء,لتَشْهَدُوا على الأممِ في الآخرةِ أنَّ رُسُلَهم بَلَّغُوا.,2,18858
337,2,143,شَهِيدٗا,شهيدا,يشهدُ أنه بَلَّغَ الرسالةَ إلى أمَّتِه.,3,18858
338,2,143,ٱلَّتِي كُنتَ عَلَيۡهَآ,ٱلتي كنت عليها,الَّتي صَرَفْناك عنها إلى الكعبةِ.,4,18858
339,2,143,يَنقَلِبُ عَلَىٰ عَقِبَيۡهِ,ينقلب على عقبيه,يَرْتَدُّ عن دينِه.,5,18858
340,2,143,وَإِن كَانَتۡ,وإن كانت,وإنَّ تحويلَ الْقِبْلَةِ.,6,18858
341,2,143,لَكَبِيرَةً,لكبيرة,لَثقيلةً شاقةً.,7,18858
342,2,143,لِيُضِيعَ إِيمَٰنَكُمۡ,ليضيع إيمنكم,ليُبْطِلَ صلاتَكم إلى القِبْلَةِ السَّابقةِ.,8,18858
343,2,144,فِي ٱلسَّمَآءِ,في ٱلسماء,أي: انتظاراً للوَحْي في شأنِ القِبْلَةِ.,1,18859
344,2,144,فَلَنُوَلِّيَنَّكَ,فلنولينك,فَلنُوَجِّهَنّك.,2,18859
345,2,144,فَوَلِّ وَجۡهَكَ,فول وجهك,اصرِفْ وَجْهَك.,3,18859
346,2,144,شَطۡرَ,شطر,جِهَةَ.,4,18859
347,2,144,فَوَلُّواْ,فولوا,فَتَوجَّهُوا.,5,18859
348,2,144,أَنَّهُ ٱلۡحَقُّ,أنه ٱلحق,أنَّ تحويلَكَ إلى الكعبةِ هو الثابتُ في كُتُبهِم.,6,18859
349,2,145,ءَايَةٖ,ءاية,حُجَّةٍ.,1,18860
350,2,145,ٱلظَّٰلِمِينَ,ٱلظلمين,لأنفسِهم، المخالِفِين لأمرِ ربِّهم.,2,18860
351,2,146,ٱلَّذِينَ ءَاتَيۡنَٰهُمُ ٱلۡكِتَٰبَ,ٱلذين ءاتينهم ٱلكتب,هم أحبارُ اليهود، وعلماءُ النَّصارى.,1,18861
352,2,146,يَعۡرِفُونَهُۥ,يعرفونه,يَعْرِفُون محمداً ﷺ، أو يَعْرِفُون أن البيتَ الحرامَ قِبْلَتُهم، وقبلةُ الأنبياءِ السابقين.,2,18861
353,2,147,ٱلۡمُمۡتَرِينَ,ٱلممترين,الشَّاكِّين.,1,18862
354,2,148,وَلِكُلّٖ وِجۡهَةٌ,ولكل وجهة,ولكلِّ أهلِ دينٍ قبلةٌ.,1,18863
355,2,148,هُوَ مُوَلِّيهَا,هو موليها,مُتَوَجِّهٌ إليها في صلاتِه.,2,18863
356,2,148,فَٱسۡتَبِقُواْ,فٱستبقوا,فبادِرُوا، وسارِعُوا.,3,18863
357,2,148,يَأۡتِ بِكُمُ,يأت بكم,يومَ القيامةِ.,4,18863
358,2,149,فَوَلِّ وَجۡهَكَ,فول وجهك,تَوَجَّهْ.,1,18864
359,2,149,شَطۡرَ,شطر,نَحْوَ.,2,18864
360,2,149,وَإِنَّهُۥ,وإنه,وإنَّ تَوَجُّهَك إليه.,3,18864
361,2,150,حُجَّةٌ,حجة,هي قولُهم حينَ تَوَجَّهَ إلى المسجدِ الحرامِ: اشتاقَ إلى دينِ قومِه.,1,18865
362,2,150,ٱلَّذِينَ ظَلَمُواْ,ٱلذين ظلموا,هم مشركُو قريشٍ، أو المعاندون أهلُ الكتابِ، فسيَبْقَون على جِدالهم وعِنادهِم.,2,18865
363,2,150,وَلِأُتِمَّ نِعۡمَتِي,ولأتم نعمتي,باختيار أكملِ الشَّرائعِ لكم.,3,18865
364,2,151,كَمَآ أَرۡسَلۡنَا,كما أرسلنا,كما أنعَمْنا عليكم باستقبالِ الكعبةِ أرسَلْنا.,1,18866
365,2,151,يُزَكِّيكُمۡ,يزكيكم,يُطَهِّرُكم من الشِّرك، وسوءِ الأخلاقِ.,2,18866
366,2,151,ٱلۡحِكۡمَةَ,ٱلحكمة,السُّنَّةَ.,3,18866
367,2,152,فَٱذۡكُرُونِيٓ,فٱذكروني,بالطاعةِ.,1,18867
368,2,152,أَذۡكُرۡكُمۡ,أذكركم,بالثَّوابِ والمغفرةِ.,2,18867
369,2,154,أَحۡيَآءٞ,أحياء,حياةً خاصةً بهم في قُبورِهم.,1,18869
370,2,154,لَا تَشۡعُرُونَ,لا تشعرون,لا تُحِسُّون بهذه الحياةِ.,2,18869
371,2,155,وَلَنَبۡلُوَنَّكُم,ولنبلونكم,ولَنَخْتَبِرَنَّكم.,1,18870
372,2,156,إِنَّا لِلَّهِ,إنا لله,إنّا عَبيدٌ له، مُدَبَّرُون بتصريفِه.,1,18871
373,2,157,صَلَوَٰتٞ,صلوت,مغفرةٌ، وثناءٌ حَسَنٌ.,1,18872
374,2,158,مِن شَعَآئِرِ ٱللَّهِ,من شعائر ٱلله,مِنْ معالمِ دينِه، وأعلامِ مَناسِكِه.,1,18873
375,2,158,حَجَّ ٱلۡبَيۡتَ,حج ٱلبيت,قَصَدَه للحجِّ أو العمرةِ.,2,18873
376,2,158,فَلَا جُنَاحَ,فلا جناح,فلا حَرَجَ ولا إثمَ، بل يجبُ السَّعْيُ.,3,18873
377,2,158,يَطَّوَّفَ بِهِمَا,يطوف بهما,يَسْعَىٰ بينهما.,4,18873
378,2,158,تَطَوَّعَ,تطوع,فَعَلَ الطاعةَ مِنْ نفسِه.,5,18873
379,2,159,يَكۡتُمُونَ,يكتمون,يُخْفُون، وهم أحبارُ اليهودِ، وعلماءُ النصارى، وكلُّ مَنْ كَتَمَ الحقَّ.,1,18874
380,2,159,ٱلۡبَيِّنَٰتِ,ٱلبينت,الآياتِ الواضحاتِ الدالَّةِ على نُبُوَّةِ محمدٍ ﷺ.,2,18874
381,2,159,بَيَّنَّٰهُ,بينه,أَظْهَرْناه في التوراةِ والإنجيلِ.,3,18874
382,2,160,وَأَصۡلَحُواْ,وأصلحوا,ما أَفْسَدُوه.,1,18875
383,2,161,لَعۡنَةُ ٱللَّهِ,لعنة ٱلله,الطَّرْدُ مِنْ رحمته.,1,18876
384,2,162,خَٰلِدِينَ فِيهَا,خلدين فيها,دائمِين في اللَّعْنَةِ والنارِ.,1,18877
385,2,162,وَلَا هُمۡ يُنظَرُونَ,ولا هم ينظرون,ولا هم يُمْهَلُون لكي يَعْتَذِرُوا.,2,18877
386,2,164,وَٱخۡتِلَٰفِ ٱلَّيۡلِ وَٱلنَّهَارِ,وٱختلف ٱليل وٱلنهار,تعاقُبِهما.,1,18879
387,2,164,ٱلۡفُلۡكِ,ٱلفلك,السُّفُن.,2,18879
388,2,164,بَعۡدَ مَوۡتِهَا,بعد موتها,بعد قَحْطِها وجَفافِها.,3,18879
389,2,164,وَبَثَّ,وبث,نَشَر، وفَرَّقَ.,4,18879
390,2,164,دَآبَّةٖ,دابة,كلِّ ما دَبَّ على وجهِ الأرضِ.,5,18879
391,2,164,وَتَصۡرِيفِ ٱلرِّيَٰحِ,وتصريف ٱلريح,تَوْجيهِها، وهُبوبِها، وَفْقَ ما يريدُ.,6,18879
392,2,164,ٱلۡمُسَخَّرِ,ٱلمسخر,المُسَيَّرِ.,7,18879
393,2,164,لَأٓيَٰتٖ,لأيت,لَعلاماتٍ ودَلالاتٍ على قُدْرةِ اللهِ.,8,18879
394,2,165,أَندَادٗا,أندادا,نُظَراءَ كالأصنامِ والأولياءِ.,1,18880
395,2,165,كَحُبِّ ٱللَّهِ,كحب ٱلله,يَمْنحونهم من التعظيم ما لا يَليقُ إلا باللهِ.,2,18880
396,2,165,إِذۡ يَرَوۡنَ ٱلۡعَذَابَ أَنَّ ٱلۡقُوَّةَ لِلَّهِ جَمِيعٗا,إذ يرون ٱلعذاب أن ٱلقوة لله جميعا,أي: ليعلَمُوا حين يَرَوْنَ عذابَ جهنَّمَ أن اللهَ هو المتفرِّدُ بالقوةِ.,3,18880
397,2,166,ٱلَّذِينَ ٱتُّبِعُواْ,ٱلذين ٱتبعوا,هم الرؤساءُ.,1,18881
398,2,166,ٱلۡأَسۡبَابُ,ٱلأسباب,الصِّلاتُ من القَرابَةِ والأَتْباعِ وغيرِ ذلك.,2,18881
399,2,167,كَرَّةٗ,كرة,عودةً إلى الدنيا.,1,18882
400,2,167,كَذَٰلِكَ,كذلك,أي: كما أراهم عذابَه، يُريهم أعمالَهم الفاسدةَ.,2,18882
401,2,167,حَسَرَٰتٍ,حسرت,نَداماتٍ.,3,18882
